Georgenia_Cluster_1	Georgenia_sp_Georgenia_soli_Georgenia_muralis_Georgenia_ferrireducens_Georgenia_daeguensis_Georgenia_ruanii
Thermoanaerobacter_Cluster_1	Thermoanaerobacter_sp_Thermoanaerobacter_pseudethanolicus_Thermoanaerobacter_brockii_Thermoanaerobacter_ethanolicus
Gluconacetobacter_Cluster_1	Gluconacetobacter_sp_Gluconacetobacter_persimmonis_Gluconacetobacter_hansenii_Gluconacetobacter_maltiaceti
Vibrio_Cluster_5	Vibrio_pomeroyi_Vibrio_kanaloae_Vibrio_gigantis_Vibrio_crassostreae_Vibrio_chagasii_Vibrio_cyclitrophicus_Vibrio_celticus_Vibrio_atlanticus_Vibrio_artabrorum_Vibrio_toranzoniae
Streptomyces_Cluster_24	Streptomyces_turgidiscabies_Streptomyces_tauricus_Streptomyces_ryensis_Streptomyces_lavendulae_Streptomyces_lacrimifluminis_Streptomyces_deccanensis_Streptomyces_graminilatus
Alteromonas_Cluster_1	Alteromonas_tagae_Alteromonas_australica_Alteromonas_simiduii_Alteromonas_litorea_Alteromonas_genovensis_Alteromonas_genoviensis_Alteromonas_mediterranea
Nonomuraea_Cluster_2	Nonomuraea_thailandensis_Nonomuraea_syzygii_Nonomuraea_solani_Nonomuraea_shaanxiensis_Nonomuraea_rhizophila_Nonomuraea_purpurea_Nonomuraea_monospora
Acinetobacter_Cluster_4	Acinetobacter_venetianus_Acinetobacter_soli_Acinetobacter_baylyi_Acinetobacter_antiviralis_Acinetobacter_towneri_Acinetobacter_seohaensis
Pedobacter_Cluster_1	Pedobacter_trunci_Pedobacter_panaciterrae_Pedobacter_nyackensis_Pedobacter_jejuensis_Pedobacter_africanus
Bacillus_Cluster_3	Bacillus_mojavensis_Bacillus_tequilensis_Bacillus_siamensis_Bacillus_polyfermenticus_Bacillus_halotolerans_Bacillus_atrophaeus_Bacillus_agaradhaerens
Pseudoalteromonas_Cluster_3	Pseudoalteromonas_tetraodonis_Pseudoalteromonas_xishaensis_Pseudoalteromonas_undina_Pseudoalteromonas_shioyasakiensis_Pseudoalteromonas_prydzensis_Pseudoalteromonas_profundi_Pseudoalteromonas_mariniglutinosa_Pseudoalteromonas_luteoviolacea_Pseudoalteromonas_hodoensis_Pseudoalteromonas_gelatinilytica_Pseudoalteromonas_espejiana_Pseudoalteromonas_carrageenovora_Pseudoalteromonas_atlantica_Pseudoalteromonas_arabiensis_Pseudoalteromonas_aestuariivivens_Pseudoalteromonas_chazhmella
Bacillus_Cluster_2	Bacillus_stratosphericus_Bacillus_australimaris_Bacillus_zhangzhouensis_Bacillus_xiamenensis_Bacillus_virus_Bacillus_altitudinis_Bacillus_aerius_Bacillus_aerophilus
Salinicoccus_Cluster_1	Salinicoccus_qingdaonensis_Salinicoccus_alkaliphilus_Salinicoccus_sp_Salinicoccus_kekensis_Salinicoccus_carnicancri_Salinicoccus_sediminis
Pontibacter_Cluster_1	Pontibacter_odishensis_Pontibacter_korlensis_Pontibacter_aurantiacus_Pontibacter_actiniarum_Pontibacter_niistensis_Pontibacter_mucosus_Pontibacter_chinhatensis
Corynebacterium_Cluster_3	Corynebacterium_variabile_Corynebacterium_terpenotabidum_Corynebacterium_freiburgense_Corynebacterium_provencense
Dietzia_Cluster_1	Dietzia_psychralcaliphila_Dietzia_natronolimnaea_Dietzia_dagingensis_Dietzia_cercidiphylli_Dietzia_daqingensis
Pseudomonas_Cluster_4	Pseudomonas_rhizosphaerae_Pseudomonas_gingeri_Pseudomonas_agarici_Pseudomonas_oryzihabitans_Pseudomonas_jessenii_Pseudomonas_benzenivorans
Sphaerisporangium_Cluster_1	Sphaerisporangium_siamense_Sphaerisporangium_rubeum_Sphaerisporangium_album_Sphaerisporangium_aureirubrum
Bradyrhizobium_Cluster_3	Bradyrhizobium_viridifuturi_Bradyrhizobium_valentinum_Bradyrhizobium_tropiciagri_Bradyrhizobium_stylosanthis_Bradyrhizobium_retamae_Bradyrhizobium_paxllaeri_Bradyrhizobium_pachyrhizi_Bradyrhizobium_ottawaense_Bradyrhizobium_oligotrophicum_Bradyrhizobium_neotropicale_Bradyrhizobium_lupini_Bradyrhizobium_lablabi_Bradyrhizobium_jicamae_Bradyrhizobium_ingae_Bradyrhizobium_icense_Bradyrhizobium_huanghuaihaiense_Bradyrhizobium_guangxiense_Bradyrhizobium_group_Bradyrhizobium_erythrophlei_Bradyrhizobium_diazoefficiens_Bradyrhizobium_denitrificans_Bradyrhizobium_daqingense_Bradyrhizobium_betae_Bradyrhizobium_embrapense
Rhizobium_Cluster_1	Rhizobium_vallis_Rhizobium_tropici_Rhizobium_sophoriradicis_Rhizobium_sophorae_Rhizobium_rubi_Rhizobium_rhizogenes_Rhizobium_pisi_Rhizobium_phaseoli_Rhizobium_paranaense_Rhizobium_multihospitium_Rhizobium_mongolense_Rhizobium_miluonense_Rhizobium_mayense_Rhizobium_lusitanum_Rhizobium_leucaenae_Rhizobium_lentis_Rhizobium_leguminosarum_Rhizobium_laguerreae_Rhizobium_jaguaris_Rhizobium_indigoferae_Rhizobium_hainanense_Rhizobium_genosp_Rhizobium_freirei_Rhizobium_fabae_Rhizobium_etli_Rhizobium_ecuadorense_Rhizobium_calliandrae_Rhizobium_binae_Rhizobium_bangladeshense_Rhizobium_anhuiense_Rhizobium_aegyptiacum_Rhizobium_acidisoli
Arenibacter_Cluster_1	Arenibacter_troitsensis_Arenibacter_palladensis_Arenibacter_echinorum_Arenibacter_algicola_Arenibacter_latericius
Saccharopolyspora_Cluster_1	Saccharopolyspora_jiangxiensis_Saccharopolyspora_indica_Saccharopolyspora_hordei_Saccharopolyspora_hirsuta_Saccharopolyspora_antimicrobica_Saccharopolyspora_emeiensis
Castellaniella_Cluster_1	Castellaniella_ginsengisoli_Castellaniella_denitrificans_Castellaniella_defragrans_Castellaniella_caeni
Lysobacter_Cluster_1	Lysobacter_yangpyeongensis_Lysobacter_terrae_Lysobacter_rhizosphaerae_Lysobacter_niabensis_Lysobacter_fragariae
Amycolatopsis_Cluster_2	Amycolatopsis_vancoresmycina_Amycolatopsis_tolypomycina_Amycolatopsis_stemonae_Amycolatopsis_rifamycinica_Amycolatopsis_pretoriensis_Amycolatopsis_mediterranei_Amycolatopsis_kentuckyensis_Amycolatopsis_bullii_Amycolatopsis_balhimycina
Bartonella_Cluster_4	Bartonella_washoensis_Bartonella_grahamii_Bartonella_doshiae_Bartonella_heixiaziensis_Bartonella_quintana_Bartonella_koehlerae_Bartonella_jaculi
Microbacterium_Cluster_4	Microbacterium_arabinogalactanolyticum_Microbacterium_esteraromaticum_Microbacterium_jejuense_Microbacterium_aquimaris
Mesorhizobium_Cluster_1	Mesorhizobium_waitakense_Mesorhizobium_sophorae_Mesorhizobium_sangaii_Mesorhizobium_newzealandense_Mesorhizobium_kowhaii
Erwinia_Cluster_1	Erwinia_typographi_Erwinia_toletana_Erwinia_persicina_Erwinia_amylovora_Erwinia_endophytica_Erwinia_piriflorinigrans_Erwinia_mallotivora_Erwinia_pyrifoliae
Sulfitobacter_Cluster_1	Sulfitobacter_mediterraneus_Sulfitobacter_japonica_Sulfitobacter_guttiformis_Sulfitobacter_delicatus_Sulfitobacter_brevis_Sulfitobacter_donghicola_Sulfitobacter_marinus
Bradyrhizobium_Cluster_2	Bradyrhizobium_rifense_Bradyrhizobium_manausense_Bradyrhizobium_guangdongense_Bradyrhizobium_ganzhouense_Bradyrhizobium_cytisi
Chryseobacterium_Cluster_8	Chryseobacterium_soli_Chryseobacterium_piperi_Chryseobacterium_limigenitum_Chryseobacterium_polytrichastri_Chryseobacterium_gregarium_Chryseobacterium_aahli_Chryseobacterium_yeoncheonense
Chryseobacterium_Cluster_3	Chryseobacterium_viscerum_Chryseobacterium_tructae_Chryseobacterium_rhizosphaerae_Chryseobacterium_oncorhynchi_Chryseobacterium_lxb-14_Chryseobacterium_lactis_Chryseobacterium_joostei_Chryseobacterium_gleum_Chryseobacterium_ginsengisoli_Chryseobacterium_culicis_Chryseobacterium_arthrosphaerae_Chryseobacterium_contaminans
Chryseobacterium_Cluster_4	Chryseobacterium_takakiae_Chryseobacterium_endophyticum_Chryseobacterium_echinoideorum_Chryseobacterium_camelliae_Chryseobacterium_daejeonense
Marinobacter_Cluster_3	Marinobacter_pelagius_Marinobacter_koreensis_Marinobacter_santoriniensis_Marinobacter_nanhaiticus_Marinobacter_manganoxydans_Marinobacter_similis
Plantactinospora_Cluster_1	Plantactinospora_veratri_Plantactinospora_sp_Plantactinospora_soyae_Plantactinospora_sonchi_Plantactinospora_mayteni_Plantactinospora_endophytica
Photobacterium_Cluster_2	Photobacterium_swingsii_Photobacterium_sanguinicancri_Photobacterium_piscicola_Photobacterium_phosphoreum_Photobacterium_mandapamensis_Photobacterium_leiognathi_Photobacterium_angustum_Photobacterium_kishitanii_Photobacterium_aquimaris
Streptomyces_Cluster_19	Streptomyces_zaomyceticus_Streptomyces_wedmorensis_Streptomyces_viridobrunneus_Streptomyces_violaceorectus_Streptomyces_vietnamensis_Streptomyces_termitum_Streptomyces_tanashiensis_Streptomyces_bikiniensis_Streptomyces_roseus_Streptomyces_roseoviridis_Streptomyces_roseoviolascens_Streptomyces_roseolus_Streptomyces_roseofulvus_Streptomyces_prasinus_Streptomyces_hirsutus_Streptomyces_cyanoalbus_Streptomyces_bambergiensis_Streptomyces_olivoreticuli_Streptomyces_noordhoekensis_Streptomyces_nashvillensis_Streptomyces_narbonensis_Streptomyces_laurentii_Streptomyces_gulbargensis_Streptomyces_gardneri_Streptomyces_filamentosus_Streptomyces_cinereoruber_Streptomyces_castaneus
Mycobacterium_Cluster_13	Mycobacterium_ratisbonense_Mycobacterium_llatzerense_Mycobacterium_aubagnense_Mycobacterium_phocaicum_Mycobacterium_phlei_Mycobacterium_mucogenicum_Mycobacterium_insubricum
Photobacterium_Cluster_1	Photobacterium_sanctipauli_Photobacterium_rosenbergii_Photobacterium_panuliri_Photobacterium_lutimaris_Photobacterium_gaetbulicola_Photobacterium_aquae
Plantibacter_Cluster_1	Plantibacter_sp_Plantibacter_flavus_Plantibacter_elymi_Plantibacter_cousiniae_Plantibacter_auratus_Plantibacter_agrosticola
Pseudomonas_Cluster_10	Pseudomonas_corrugata_Pseudomonas_migulae_Pseudomonas_turukhanskensis_Pseudomonas_rhodesiae_Pseudomonas_reinekei_Pseudomonas_mediterranea_Pseudomonas_kilonensis_Pseudomonas_borealis_Pseudomonas_arsenicoxydans_Pseudomonas_helmanticensis
Haloferax_Cluster_1	Haloferax_volcanii_Haloferax_prahovense_Haloferax_lucentense_Haloferax_alexandrinus_Haloferax_gibbonsii_Haloferax_mucosum
Maribacter_Cluster_1	Maribacter_ulvicola_Maribacter_orientalis_Maribacter_forsetii_Maribacter_caenipelagi_Maribacter_aquivivus
Massilia_Cluster_1	Massilia_tieshanensis_Massilia_putida_Massilia_norwichensis_Massilia_haematophila_Massilia_consociata_Massilia_aerilata_Massilia_niastensis_Massilia_pinisoli
Lysobacter_Cluster_2	Lysobacter_soli_Lysobacter_panacisoli_Lysobacter_agri_Lysobacter_gummosus_Lysobacter_enzymogenes_Lysobacter_antibioticus
Xanthomonas_Cluster_1	Xanthomonas_translucens_Xanthomonas_theicola_Xanthomonas_sacchari_Xanthomonas_oryzae_Xanthomonas_melonis_Xanthomonas_citri_Xanthomonas_albilineans
Nocardiopsis_Cluster_1	Nocardiopsis_umidischolae_Nocardiopsis_tropica_Nocardiopsis_synnemataformans_Nocardiopsis_metallicus_Nocardiopsis_halotolerans_Nocardiopsis_ganjiahuensis_Nocardiopsis_dassonvillei_Nocardiopsis_fildesensis_Nocardiopsis_terrae_Nocardiopsis_tangguensis_Nocardiopsis_sinuspersici_Nocardiopsis_quinghaiensis_Nocardiopsis_lucentensis_Nocardiopsis_flavescens_Nocardiopsis_arvandica_Nocardiopsis_aegyptia_Nocardiopsis_alkaliphila
Nocardia_Cluster_1	Nocardia_shimofusensis_Nocardia_otitidiscaviarum_Nocardia_higoensis_Nocardia_farcinica_Nocardia_asiatica_Nocardia_abscessus
Kangiella_Cluster_1	Kangiella_sp_Kangiella_marina_Kangiella_koreensis_Kangiella_aquimarina_Kangiella_profundi_Kangiella_taiwanensis
Rhodopirellula_Cluster_1	Rhodopirellula_rosea_Rhodopirellula_europaea_Rhodopirellula_maiorica_Rhodopirellula_baltica_Rhodopirellula_lusitana_Rhodopirellula_rubra
Capnocytophaga_Cluster_1	Capnocytophaga_sp_Capnocytophaga_gingivalis_Capnocytophaga_granulosa_Capnocytophaga_ochracea_Capnocytophaga_genosp
Acinetobacter_Cluster_2	Acinetobacter_tjernbergiae_Acinetobacter_tandoii_Acinetobacter_oryzae_Acinetobacter_genomosp_Acinetobacter_celticus_Acinetobacter_dispersus
Leeuwenhoekiella_Cluster_1	Leeuwenhoekiella_marinoflava_Leeuwenhoekiella_blandensis_Leeuwenhoekiella_palythoae_Leeuwenhoekiella_polynyae
Mycobacterium_Cluster_6	Mycobacterium_malmesburyense_Mycobacterium_elephantis_Mycobacterium_celeriflavum_Mycobacterium_brumae_Mycobacterium_barrassiae_Mycobacterium_brasiliensis
Paracoccus_Cluster_2	Paracoccus_versutus_Paracoccus_pantotrophus_Paracoccus_kondratievae_Paracoccus_ferrooxidans_Paracoccus_bengalensis
Thauera_Cluster_1	Thauera_selenatis_Thauera_phenylacetica_Thauera_aromatica_Thauera_aminoaromatica_Thauera_mechernichensis_Thauera_humireducens
Rhodococcus_Cluster_5	Rhodococcus_opacus_Rhodococcus_koreensis_Rhodococcus_jostii_Rhodococcus_marinonascens_Rhodococcus_wratislaviensis
Burkholderia_Cluster_4	Burkholderia_sacchari_Burkholderia_oxyphila_Burkholderia_acidipaludis_Burkholderia_mimosarum_Burkholderia_ferrariae
Vibrio_Cluster_3	Vibrio_vulnificus_Vibrio_qinhuangdaora_Vibrio_neocaledonicus_Vibrio_mytili_Vibrio_midae_Vibrio_communis_Vibrio_atypicus_Vibrio_jasicida
Micromonospora_Cluster_2	Micromonospora_wenchangensis_Micromonospora_siamensis_Micromonospora_sediminicola_Micromonospora_purpureochromogenes_Micromonospora_auratinigra_Micromonospora_palomenae_Micromonospora_oryzae_Micromonospora_marina_Micromonospora_mangrovi_Micromonospora_lupini_Micromonospora_krabiensis_Micromonospora_halophytica_Micromonospora_haikouensis_Micromonospora_globosa_Micromonospora_fulvopurpurea_Micromonospora_floridensis_Micromonospora_coxensis_Micromonospora_chokoriensis_Micromonospora_carbonacea_Micromonospora_aurantiaca_Micromonospora_brunnescens
Kitasatospora_Cluster_2	Kitasatospora_viridis_Kitasatospora_sp_Kitasatospora_kifunensis_Kitasatospora_kepongensis_Kitasatospora_sampliensis_Kitasatospora_saccharophila_Kitasatospora_paranensis_Kitasatospora_paracochleata_Kitasatospora_nipponensis_Kitasatospora_griseola_Kitasatospora_gansuensis_Kitasatospora_cystarginea_Kitasatospora_azatica_Kitasatospora_setae
Sphingobium_Cluster_2	Sphingobium_lucknowense_Sphingobium_japonicum_Sphingobium_chlorophenolicum_Sphingobium_chungbukense_Sphingobium_francense_Sphingobium_chinhatense_Sphingobium_indicum
Planomicrobium_Cluster_1	Planomicrobium_okeanokoites_Planomicrobium_glaciei_Planomicrobium_flavidum_Planomicrobium_alkanoclasticum
Streptomyces_Cluster_4	Streptomyces_werraensis_Streptomyces_viridochromogenes_Streptomyces_viridis_Streptomyces_vellosus_Streptomyces_thermophilus_Streptomyces_thermodiastaticus_Streptomyces_thermocarboxydovorans_Streptomyces_steffisburgensis_Streptomyces_shandongensis_Streptomyces_rubiginosus_Streptomyces_pulcher_Streptomyces_pluricolorescens_Streptomyces_pilosus_Streptomyces_pallidus_Streptomyces_noursei_Streptomyces_nodosus_Streptomyces_naganishii_Streptomyces_malachiticus_Streptomyces_lusitanus_Streptomyces_lomondensis_Streptomyces_kagoshimanus_Streptomyces_indiaensis_Streptomyces_humidus_Streptomyces_heteromorphus_Streptomyces_heliomycini_Streptomyces_griseostramineus_Streptomyces_griseomycini_Streptomyces_graminearus_Streptomyces_gancidicus_Streptomyces_galilaeus_Streptomyces_fumigatiscleroticus_Streptomyces_fumanus_Streptomyces_fragilis_Streptomyces_flavomacrosporus_Streptomyces_fimbriatus_Streptomyces_deserti_Streptomyces_cinnabarinus_Streptomyces_cellulosae_Streptomyces_calvus_Streptomyces_bullii_Streptomyces_asterosporus_Streptomyces_albaduncus
Corynebacterium_Cluster_2	Corynebacterium_ulcerans_Corynebacterium_pseudotuberculosis_Corynebacterium_diphtheriae_Corynebacterium_confusum_Corynebacterium_pelargi
Brachybacterium_Cluster_2	Brachybacterium_zhongshanense_Brachybacterium_squillarum_Brachybacterium_rhamnosum_Brachybacterium_horti
Mycobacterium_Cluster_10	Mycobacterium_triplex_Mycobacterium_stomatepiae_Mycobacterium_simiae_Mycobacterium_shigaense_Mycobacterium_sherrisii_Mycobacterium_parmense_Mycobacterium_parascrofulaceum_Mycobacterium_cf_Mycobacterium_europaeum_Mycobacterium_manitobense_Mycobacterium_lentiflavum_Mycobacterium_kubicae_Mycobacterium_heidelbergense_Mycobacterium_genavense_Mycobacterium_florentinum
Oceanobacillus_Cluster_1	Oceanobacillus_profundus_Oceanobacillus_polygoni_Oceanobacillus_massiliensis_Oceanobacillus_longus_Oceanobacillus_damuensis
Pseudonocardia_Cluster_1	Pseudonocardia_tropica_Pseudonocardia_kongjuensis_Pseudonocardia_carboxydivorans_Pseudonocardia_antitumoralis_Pseudonocardia_antarctica_Pseudonocardia_ammonioxydans_Pseudonocardia_alni
Sphingomonas_Cluster_1	Sphingomonas_trueperi_Sphingomonas_sanguinis_Sphingomonas_pituitosa_Sphingomonas_azotifigens_Sphingomonas_elodea
Salinivibrio_Cluster_1	Salinivibrio_sp_Salinivibrio_socompensis_Salinivibrio_sharmensis_Salinivibrio_budaii_Salinivibrio_proteolyticus
Rhodanobacter_Cluster_1	Rhodanobacter_umsongensis_Rhodanobacter_thiooxydans_Rhodanobacter_soli_Rhodanobacter_lindaniclasticus_Rhodanobacter_fulvus_Rhodanobacter_denitrificans_Rhodanobacter_ginsenosidimutans
Streptomyces_Cluster_23	Streptomyces_viridiviolaceus_Streptomyces_variegatus_Streptomyces_variabilis_Streptomyces_tosaensis_Streptomyces_thermovulgaris_Streptomyces_rosa_Streptomyces_pluripotens_Streptomyces_mexicanus_Streptomyces_leeuwenhoekii_Streptomyces_jeddahensis_Streptomyces_hyderabadensis_Streptomyces_hebeiensis_Streptomyces_griseoviridis_Streptomyces_glaucus_Streptomyces_cyaneogriseus_Streptomyces_chilikensis_Streptomyces_carpinensis_Streptomyces_brasiliensis_Streptomyces_ferrugineus
Pseudomonas_Cluster_12	Pseudomonas_nitritireducens_Pseudomonas_knackmussii_Pseudomonas_chloritidismutans_Pseudomonas_delhiensis_Pseudomonas_citronellolis_Pseudomonas_azelaica_Pseudomonas_acephalitica_Pseudomonas_panipatensis
Streptomyces_Cluster_14	Streptomyces_siamensis_Streptomyces_prasinopilosus_Streptomyces_padanus_Streptomyces_griseofuscus_Streptomyces_fractus_Streptomyces_endophyticus_Streptomyces_atriruber
Flavobacterium_Cluster_6	Flavobacterium_tructae_Flavobacterium_hercynium_Flavobacterium_branchiarum_Flavobacterium_granuli_Flavobacterium_glaciei_Flavobacterium_araucananum_Flavobacterium_aquidurense_Flavobacterium_hydatis_Flavobacterium_spartansii
Friedmanniella_Cluster_1	Friedmanniella_sagamiharensis_Friedmanniella_okinawensis_Friedmanniella_flava_Friedmanniella_antarctica
Amycolatopsis_Cluster_3	Amycolatopsis_rubida_Amycolatopsis_hippodromi_Amycolatopsis_halotolerans_Amycolatopsis_equina_Amycolatopsis_echigonensis_Amycolatopsis_circi_Amycolatopsis_albidoflavus_Amycolatopsis_benzoatilytica
Microcystis_Cluster_1	Microcystis_wesenbergii_Microcystis_viridis_Microcystis_novacekii_Microcystis_aeruginosa_Microcystis_smithii
Marinobacter_Cluster_2	Marinobacter_subterrani_Marinobacter_segnicrescens_Marinobacter_sediminum_Marinobacter_salicampi_Marinobacter_guineae_Marinobacter_gudaonensis_Marinobacter_goseongensis_Marinobacter_bryozoorum_Marinobacter_salinus
Paracoccus_Cluster_3	Paracoccus_huijuniae_Paracoccus_halophilus_Paracoccus_communis_Paracoccus_aminophilus_Paracoccus_caeni
Thermoanaerobacterium_Cluster_1	Thermoanaerobacterium_xylanolyticum_Thermoanaerobacterium_thermostercoris_Thermoanaerobacterium_thermosaccharolyticum_Thermoanaerobacterium_sp_Thermoanaerobacterium_saccharolyticum_Thermoanaerobacterium_aciditolerans_Thermoanaerobacterium_aotearoense
Halorubrum_Cluster_3	Halorubrum_sp_Halorubrum_saccharovorum_Halorubrum_halophilum_Halorubrum_arcis_Halorubrum_lipolyticum_Halorubrum_persicum
Geobacillus_Cluster_1	Geobacillus_vulcani_Geobacillus_stearothermophilus_Geobacillus_kaustophilus_Geobacillus_thermoleovorans
Elizabethkingia_Cluster_1	Elizabethkingia_sp_Elizabethkingia_miricola_Elizabethkingia_meningoseptica_Elizabethkingia_genomosp_Elizabethkingia_anophelis
Neisseria_Cluster_1	Neisseria_subflava_Neisseria_flavescens_Neisseria_cinerea_Neisseria_mucosa_Neisseria_perflava_Neisseria_flava
Psychrobacter_Cluster_1	Psychrobacter_urativorans_Psychrobacter_okhotskensis_Psychrobacter_luti_Psychrobacter_glaciei_Psychrobacter_glacialis_Psychrobacter_cryohalolentis_Psychrobacter_arcticus
Streptomyces_Cluster_25	Streptomyces_torulosus_Streptomyces_stelliscabiei_Streptomyces_scabiei_Streptomyces_polymachus_Streptomyces_ogaensis_Streptomyces_neyagawaensis_Streptomyces_europaeiscabiei_Streptomyces_bottropensis_Streptomyces_heilongjiangensis
Pseudoxanthomonas_Cluster_1	Pseudoxanthomonas_wuyuanensis_Pseudoxanthomonas_ginsengisoli_Pseudoxanthomonas_gei_Pseudoxanthomonas_dokdonensis_Pseudoxanthomonas_sacheonensis
Cellulomonas_Cluster_2	Cellulomonas_iranensis_Cellulomonas_flavigena_Cellulomonas_fimi_Cellulomonas_biazotea_Cellulomonas_septica
Marinomonas_Cluster_1	Marinomonas_ushuaiensis_Marinomonas_profundimaris_Marinomonas_pontica_Marinomonas_foliarum_Marinomonas_pollencensis
Oceanobacillus_Cluster_2	Oceanobacillus_oncorhynchi_Oceanobacillus_jeddahense_Oceanobacillus_gochujangensis_Oceanobacillus_locisalsi
Actinopolymorpha_Cluster_1	Actinopolymorpha_singaporensis_Actinopolymorpha_rutila_Actinopolymorpha_pittospori_Actinopolymorpha_cephalotaxi
Pseudomonas_Cluster_9	Pseudomonas_straminea_Pseudomonas_segetis_Pseudomonas_punonensis_Pseudomonas_parafulva_Pseudomonas_flavescens_Pseudomonas_cuatrocienegasensis_Pseudomonas_argentinensis_Pseudomonas_glareae
Ornithinibacillus_Cluster_1	Ornithinibacillus_contaminans_Ornithinibacillus_sp_Ornithinibacillus_scapharcae_Ornithinibacillus_californiensis_Ornithinibacillus_halophilus
Streptomyces_Cluster_21	Streptomyces_yerevanensis_Streptomyces_purpureofuscus_Streptomyces_lividoclavatus_Streptomyces_griseorubiginosus_Streptomyces_clavuligerus_Streptomyces_alanosinicus_Streptomyces_coacervatus
Winogradskyella_Cluster_1	Winogradskyella_thalassocola_Winogradskyella_echinorum_Winogradskyella_litoriviva_Winogradskyella_multivorans
Nocardia_Cluster_3	Nocardia_xestospongiae_Nocardia_pneumoniae_Nocardia_niwae_Nocardia_levis_Nocardia_donostiensis_Nocardia_bhagyanarayanae_Nocardia_beijingensis_Nocardia_arthritidis_Nocardia_araoensis_Nocardia_amikacinitolerans_Nocardia_amamiensis
Terribacillus_Cluster_1	Terribacillus_sp_Terribacillus_saccharophilus_Terribacillus_halophilus_Terribacillus_aidingensis_Terribacillus_goriensis
Chryseobacterium_Cluster_1	Chryseobacterium_vietnamense_Chryseobacterium_ureilyticum_Chryseobacterium_kwangyangense_Chryseobacterium_jejuense_Chryseobacterium_artocarpi_Chryseobacterium_aquifrigidense
Psychrobacter_Cluster_2	Psychrobacter_sp_Psychrobacter_adeliensis_Psychrobacter_glacincola_Psychrobacter_fozii_Psychrobacter_cibarius
Actinomycetospora_Cluster_2	Actinomycetospora_straminea_Actinomycetospora_lutea_Actinomycetospora_chibensis_Actinomycetospora_rhizophila
Hydrogenophaga_Cluster_1	Hydrogenophaga_palleronii_Hydrogenophaga_caeni_Hydrogenophaga_atypica_Hydrogenophaga_pseudoflava_Hydrogenophaga_defluvii_Hydrogenophaga_bisanensis
Streptomyces_Cluster_16	Streptomyces_viridogenes_Streptomyces_verticillus_Streptomyces_thioluteus_Streptomyces_thermolilacinus_Streptomyces_sclerotialus_Streptomyces_roseoverticillatus_Streptomyces_roseiscleroticus_Streptomyces_rhizosphaericus_Streptomyces_rapamycinicus_Streptomyces_purpurogeneiscleroticus_Streptomyces_propurpuratus_Streptomyces_poonensis_Streptomyces_orinoci_Streptomyces_omiyaensis_Streptomyces_olivaceiscleroticus_Streptomyces_ochraceiscleroticus_Streptomyces_morookaense_Streptomyces_mordarskii_Streptomyces_mobaraensis_Streptomyces_mashuensis_Streptomyces_luteireticuli_Streptomyces_lilacinus_Streptomyces_lilacinofulvus_Streptomyces_lavendularectus_Streptomyces_lacticiproducens_Streptomyces_kronopolitis_Streptomyces_kasugaspinus_Streptomyces_kasugaensis_Streptomyces_griseiniger_Streptomyces_gilvosporeus_Streptomyces_celluloflavus_Streptomyces_castelarensis_Streptomyces_cangkringensis_Streptomyces_asiaticus_Streptomyces_albospinus_Streptomyces_albofaciens_Streptomyces_acidiscabies_Streptomyces_bambusae
Catellatospora_Cluster_1	Catellatospora_vulcania_Catellatospora_tagetis_Catellatospora_paridis_Catellatospora_methionotrophica_Catellatospora_coxensis_Catellatospora_citrea_Catellatospora_chokoriensis_Catellatospora_aurea
Francisella_Cluster_1	Francisella_tularensis_Francisella_persica_Francisella_hispaniensis_Francisella_endosymbiont_Francisella_cf
Dolichospermum_Cluster_2	Dolichospermum_ucrainicum_Dolichospermum_solitarium_Dolichospermum_spiroides_Dolichospermum_planctonicum_Dolichospermum_crassum_Dolichospermum_smithii_Dolichospermum_mucosum
Shewanella_Cluster_5	Shewanella_indica_Shewanella_haliotis_Shewanella_mangrovi_Shewanella_chilikensis_Shewanella_algae_Shewanella_fidelis_Shewanella_upenei
Burkholderia_Cluster_6	Burkholderia_vietnamiensis_Burkholderia_paludis_Burkholderia_cepacia_Burkholderia_cenocepacia_Burkholderia_metallica
Saccharopolyspora_Cluster_2	Saccharopolyspora_tripterygii_Saccharopolyspora_sp_Saccharopolyspora_dendranthemae_Saccharopolyspora_endophytica
Enterococcus_Cluster_2	Enterococcus_ureilyticus_Enterococcus_termitis_Enterococcus_silesiacus_Enterococcus_sanguinicola_Enterococcus_rotai_Enterococcus_quebecensis_Enterococcus_plantarum_Enterococcus_phoeniculicola_Enterococcus_moraviensis_Enterococcus_haemoperoxidus_Enterococcus_caccae
Afipia_Cluster_1	Afipia_lausannensis_Afipia_birgiae_Afipia_felis_Afipia_genosp_Afipia_clevelandensis_Afipia_massiliensis
Litoreibacter_Cluster_1	Litoreibacter_sp_Litoreibacter_ponti_Litoreibacter_meonggei_Litoreibacter_janthinus_Litoreibacter_halocynthiae_Litoreibacter_ascidiaceicola_Litoreibacter_albidus
Burkholderia_Cluster_2	Burkholderia_terrestris_Burkholderia_rinojensis_Burkholderia_multivorans_Burkholderia_humi_Burkholderia_choica
Colwellia_Cluster_1	Colwellia_sp_Colwellia_sediminilitoris_Colwellia_piezophila_Colwellia_aestuarii_Colwellia_chukchiensis
