Georgenia_Cluster_1	Georgenia_sp_Georgenia_soli_Georgenia_muralis_Georgenia_ferrireducens_Georgenia_daeguensis_Georgenia_ruanii
Amycolatopsis_Cluster_1	Amycolatopsis_umgeniensis_Amycolatopsis_thailandensis_Amycolatopsis_roodepoortensis_Amycolatopsis_regifaucium_Amycolatopsis_orientalis_Amycolatopsis_lurida_Amycolatopsis_keratiniphila_Amycolatopsis_japonica_Amycolatopsis_decaplanina_Amycolatopsis_coloradensis_Amycolatopsis_azurea_Amycolatopsis_alba
Listeria_Cluster_1	Listeria_welshimeri_Listeria_seeligeri_Listeria_monocytogenes_Listeria_innocua_Listeria_ivanovii_Listeria_marthii
Arthrobacter_Cluster_3	Arthrobacter_tecti_Arthrobacter_tumbae_Arthrobacter_flavus_Arthrobacter_subterraneus_Arthrobacter_parietis
Cryobacterium_Cluster_1	Cryobacterium_sp_Cryobacterium_psychrotolerans_Cryobacterium_psychrophilum_Cryobacterium_luteum_Cryobacterium_levicorallinum_Cryobacterium_arcticum_Cryobacterium_aff_Cryobacterium_flavum
Gluconobacter_Cluster_1	Gluconobacter_sp_Gluconobacter_oxydans_Gluconobacter_cerinus_Gluconobacter_japonicus_Gluconobacter_frateurii_Gluconobacter_nephelii
Paenibacillus_Cluster_10	Paenibacillus_terrae_Paenibacillus_peoriae_Paenibacillus_jamilae_Paenibacillus_kribbensis_Paenibacillus_brasilensis_Paenibacillus_triticisoli
Planotetraspora_Cluster_1	Planotetraspora_thailandica_Planotetraspora_silvatica_Planotetraspora_phitsanulokensis_Planotetraspora_mira_Planotetraspora_kaengkrachanensis
Burkholderia_Cluster_1	Burkholderia_sabiae_Burkholderia_phymatum_Burkholderia_hospita_Burkholderia_caribensis_Burkholderia_caryophylli
Novosphingobium_Cluster_1	Novosphingobium_resinovorum_Novosphingobium_mathurense_Novosphingobium_fluoreni_Novosphingobium_barchaimii
Nesterenkonia_Cluster_1	Nesterenkonia_sandarakina_Nesterenkonia_halotolerans_Nesterenkonia_flava_Nesterenkonia_aethiopica_Nesterenkonia_jeotgali
Staphylococcus_Cluster_1	Staphylococcus_petrasii_Staphylococcus_lugdunensis_Staphylococcus_hominis_Staphylococcus_epidermidis_Staphylococcus_capitis_Staphylococcus_aureus
Aeromonas_Cluster_1	Aeromonas_caviae_Aeromonas_fluvialis_Aeromonas_tecta_Aeromonas_taiwanensis_Aeromonas_schubertii_Aeromonas_sanarellii_Aeromonas_rivuli_Aeromonas_rivipollensis_Aeromonas_popoffii_Aeromonas_piscicola_Aeromonas_molluscorum_Aeromonas_lacus_Aeromonas_finlandiensis_Aeromonas_eucrenophila_Aeromonas_enteropelogenes_Aeromonas_encheleia_Aeromonas_diversa_Aeromonas_dhakensis_Aeromonas_cavernicola_Aeromonas_bivalvium_Aeromonas_bestiarum_Aeromonas_australiensis_Aeromonas_aquatica_Aeromonas_allosaccharophila_Aeromonas_aquariorum
Ancylobacter_Cluster_1	Ancylobacter_sp_Ancylobacter_dichloromethanicus_Ancylobacter_abiegnus_Ancylobacter_polymorphus_Ancylobacter_aquaticus_Ancylobacter_rudongensis
Sinomonas_Cluster_1	Sinomonas_mesophila_Sinomonas_sp_Sinomonas_notoginsengisoli_Sinomonas_halotolerans_Sinomonas_atrocyanea_Sinomonas_flava
Paenibacillus_Cluster_7	Paenibacillus_xylanilyticus_Paenibacillus_faecis_Paenibacillus_pabuli_Paenibacillus_illinoisensis_Paenibacillus_chinensis_Paenibacillus_dongdonensis_Paenibacillus_taichungensis
Nonomuraea_Cluster_1	Nonomuraea_wenchangensis_Nonomuraea_terrinata_Nonomuraea_salmonea_Nonomuraea_rubra_Nonomuraea_rubescens_Nonomuraea_muscovyensis_Nonomuraea_maheshkhaliensis_Nonomuraea_kuesteri_Nonomuraea_jiangxiensis_Nonomuraea_jabiensis_Nonomuraea_indica_Nonomuraea_guangzhouensis_Nonomuraea_fastidiosa_Nonomuraea_endophytica_Nonomuraea_coxensis_Nonomuraea_candida_Nonomuraea_bangladeshensis
Pseudomonas_Cluster_3	Pseudomonas_umsongensis_Pseudomonas_teessidea_Pseudomonas_granadensis_Pseudomonas_denitrificans_Pseudomonas_cinnamophila_Pseudomonas_batumici
Leuconostoc_Cluster_1	Leuconostoc_sp_Leuconostoc_palmae_Leuconostoc_lactis_Leuconostoc_holzapfelii_Leuconostoc_citreum_Leuconostoc_carnosum_Leuconostoc_garlicum
Metallosphaera_Cluster_1	Metallosphaera_sp_Metallosphaera_sedula_Metallosphaera_cuprina_Metallosphaera_prunae_Metallosphaera_hakonensis
Staphylococcus_Cluster_4	Staphylococcus_schleiferi_Staphylococcus_rostri_Staphylococcus_pseudintermedius_Staphylococcus_muscae_Staphylococcus_microti_Staphylococcus_lutrae_Staphylococcus_intermedius_Staphylococcus_felis_Staphylococcus_delphini
Pseudonocardia_Cluster_4	Pseudonocardia_adelaidensis_Pseudonocardia_cypriaca_Pseudonocardia_hierapolitana_Pseudonocardia_zijingensis
Exiguobacterium_Cluster_1	Exiguobacterium_marinum_Exiguobacterium_himgiriensis_Exiguobacterium_aurantiacum_Exiguobacterium_aestuarii_Exiguobacterium_arabatum_Exiguobacterium_aquaticum
Pasteurella_Cluster_1	Pasteurella_sp_Pasteurella_bettyae_Pasteurella_multocida_Pasteurella_dagmatis_Pasteurella_canis_Pasteurella_stomatis
Legionella_Cluster_1	Legionella_taurinensis_Legionella_sainthelensi_Legionella_parisiensis_Legionella_longbeachae_Legionella_dumoffii_Legionella_anisa_Legionella_cherrii
Kibdelosporangium_Cluster_1	Kibdelosporangium_sp_Kibdelosporangium_phytohabitans_Kibdelosporangium_aridum_Kibdelosporangium_lantanae_Kibdelosporangium_banguiense
Flectobacillus_Cluster_1	Flectobacillus_sp_Flectobacillus_pallidus_Flectobacillus_lacus_Flectobacillus_roseus_Flectobacillus_rhizosphaerae
Janibacter_Cluster_1	Janibacter_terrae_Janibacter_sanguinis_Janibacter_melonis_Janibacter_limosus_Janibacter_anophelis_Janibacter_cremeus_Janibacter_hoylei_Janibacter_marinus_Janibacter_indicus
Actinoplanes_Cluster_2	Actinoplanes_roseosporangius_Actinoplanes_purpeobrunneus_Actinoplanes_octamycinicus_Actinoplanes_ianthinogenes_Actinoplanes_capillaceus_Actinoplanes_hulinensis
Streptomyces_Cluster_8	Streptomyces_violascens_Streptomyces_kebangsaanensis_Streptomyces_flavovariabilis_Streptomyces_alboniger
Carnobacterium_Cluster_1	Carnobacterium_maltaromaticum_Carnobacterium_viridans_Carnobacterium_jeotgali_Carnobacterium_inhibens_Carnobacterium_gallinarum
Rhodococcus_Cluster_2	Rhodococcus_yunnanensis_Rhodococcus_sp_Rhodococcus_sovatensis_Rhodococcus_kyotonensis_Rhodococcus_cercidiphylli_Rhodococcus_cerastii_Rhodococcus_cerastrii
Methylobacterium_Cluster_1	Methylobacterium_zatmanii_Methylobacterium_thiocyanatum_Methylobacterium_suomiense_Methylobacterium_rhodesianum_Methylobacterium_pseudosasae_Methylobacterium_podarium_Methylobacterium_organophilum_Methylobacterium_gnaphalii_Methylobacterium_brachythecii_Methylobacterium_extorquens_Methylobacterium_aminovorans_Methylobacterium_endosymbiont
Streptosporangium_Cluster_1	Streptosporangium_vulgare_Streptosporangium_sp_Streptosporangium_shengliense_Streptosporangium_rubrum_Streptosporangium_roseum_Streptosporangium_oxazolinicum_Streptosporangium_nanhuense_Streptosporangium_longisporum_Streptosporangium_kronopolitis_Streptosporangium_koreanum_Streptosporangium_carneum_Streptosporangium_canum_Streptosporangium_brasiliense_Streptosporangium_amethystogenes_Streptosporangium_album
Actinoplanes_Cluster_1	Actinoplanes_subglobosus_Actinoplanes_rutilosporangius_Actinoplanes_palleronii_Actinoplanes_missouriensis_Actinoplanes_luteus_Actinoplanes_kinshanensis_Actinoplanes_digitatis_Actinoplanes_derwentensis_Actinoplanes_awajinensis
Paenibacillus_Cluster_6	Paenibacillus_endophyticus_Paenibacillus_castaneae_Paenibacillus_agarexedens_Paenibacillus_sinopodophylli
Alkalibacterium_Cluster_1	Alkalibacterium_subtropicum_Alkalibacterium_sp_Alkalibacterium_iburiense_Alkalibacterium_putridalgicola_Alkalibacterium_gilvum_Alkalibacterium_kapii
Rhodococcus_Cluster_3	Rhodococcus_globerulus_Rhodococcus_erythreus_Rhodococcus_boritolerans_Rhodococcus_baikonurensis_Rhodococcus_degradans
Saccharothrix_Cluster_1	Saccharothrix_xinjiangensis_Saccharothrix_tamanrassetensis_Saccharothrix_syringae_Saccharothrix_sp_Saccharothrix_espanaensis_Saccharothrix_australiensis_Saccharothrix_algeriensis
Microbacterium_Cluster_5	Microbacterium_saccharophilum_Microbacterium_kitamiense_Microbacterium_aurantiacum_Microbacterium_keratanolyticum_Microbacterium_ketosireducens
Lentzea_Cluster_1	Lentzea_waywayandensis_Lentzea_violacea_Lentzea_flaviverrucosa_Lentzea_albidocapillata_Lentzea_albida
Bartonella_Cluster_1	Bartonella_silvatica_Bartonella_rattaustraliani_Bartonella_phoceensis_Bartonella_pachyuromydis_Bartonella_massiliensis_Bartonella_florencae_Bartonella_alsatica_Bartonella_acomydis
Dolichospermum_Cluster_1	Dolichospermum_flos_Dolichospermum_akankoense_Dolichospermum_circinale_Dolichospermum_affine_Dolichospermum_lemmermannii
Xanthomonas_Cluster_2	Xanthomonas_vesicatoria_Xanthomonas_vasicola_Xanthomonas_sp_Xanthomonas_pisi_Xanthomonas_phaseoli_Xanthomonas_campestris_Xanthomonas_axonopodis_Xanthomonas_alfalfae_Xanthomonas_maliensis_Xanthomonas_hortorum_Xanthomonas_gardneri_Xanthomonas_fragariae_Xanthomonas_euvesicatoria_Xanthomonas_dyei_Xanthomonas_cynarae_Xanthomonas_arboricola_Xanthomonas_cucurbitae
Clostridium_Cluster_3	Clostridium_novyi_Clostridium_haemolyticum_Clostridium_botulinum_Clostridium_massiliodielmoense_Clostridium_taeniosporum
Porphyrobacter_Cluster_1	Porphyrobacter_tepidarius_Porphyrobacter_sanguineus_Porphyrobacter_donghaensis_Porphyrobacter_colymbi_Porphyrobacter_dokdonensis
Amycolatopsis_Cluster_4	Amycolatopsis_tucumanensis_Amycolatopsis_thermoflava_Amycolatopsis_thermalba_Amycolatopsis_ruanii_Amycolatopsis_methanolica_Amycolatopsis_endophytica
Microbacterium_Cluster_1	Microbacterium_nematophilum_Microbacterium_insulae_Microbacterium_thalassium_Microbacterium_schleiferi_Microbacterium_pumilum_Microbacterium_paludicola_Microbacterium_marinilacus_Microbacterium_imperiale_Microbacterium_flavescens_Microbacterium_awajiense_Microbacterium_arborescens_Microbacterium_aureliae
Nocardia_Cluster_4	Nocardia_soli_Nocardia_salmonicida_Nocardia_ignorata_Nocardia_fluminea_Nocardia_cummidelens_Nocardia_coubleae
Actinopolyspora_Cluster_1	Actinopolyspora_sp_Actinopolyspora_salinaria_Actinopolyspora_indiensis_Actinopolyspora_erythraea_Actinopolyspora_egyptensis
Lactobacillus_Cluster_3	Lactobacillus_vaccinostercus_Lactobacillus_manihotivorans_Lactobacillus_camelliae_Lactobacillus_hokkaidonensis_Lactobacillus_wasatchensis
Rathayibacter_Cluster_1	Rathayibacter_tritici_Rathayibacter_sp_Rathayibacter_rathayi_Rathayibacter_iranicus_Rathayibacter_festucae_Rathayibacter_caricis
Tsukamurella_Cluster_1	Tsukamurella_tyrosinosolvens_Tsukamurella_sp_Tsukamurella_sinensis_Tsukamurella_pulmonis_Tsukamurella_pseudospumae_Tsukamurella_hongkongensis_Tsukamurella_carboxydivorans
Halomonas_Cluster_2	Halomonas_urumqiensis_Halomonas_salifodinae_Halomonas_saccharevitans_Halomonas_qiaohouensis_Halomonas_phoceae_Halomonas_pacifica_Halomonas_nitrilicus_Halomonas_huangheensis_Halomonas_fontilapidosi_Halomonas_alimentaria_Halomonas_daqiaonensis_Halomonas_desiderata_Halomonas_daqingensis_Halomonas_cf_Halomonas_campaniensis_Halomonas_kenyensis
Actinomadura_Cluster_1	Actinomadura_vinacea_Actinomadura_nitritigenes_Actinomadura_fulvescens_Actinomadura_napierensis_Actinomadura_syzygii_Actinomadura_sediminis_Actinomadura_rifamycini_Actinomadura_meyerae_Actinomadura_mexicana_Actinomadura_maheshkhaliensis_Actinomadura_madurae_Actinomadura_macra_Actinomadura_glauciflava_Actinomadura_geliboluensis_Actinomadura_cremea_Actinomadura_citrea_Actinomadura_chokoriensis_Actinomadura_chibensis_Actinomadura_apis_Actinomadura_alkaliterrae
Mycobacterium_Cluster_3	Mycobacterium_vaccae_Mycobacterium_tusciae_Mycobacterium_rhodesiae_Mycobacterium_neglectum_Mycobacterium_gadium_Mycobacterium_aromaticivorans_Mycobacterium_abscessus_Mycobacterium_aichiense
Bartonella_Cluster_2	Bartonella_weissi_Bartonella_schoenbuchensis_Bartonella_melophagi_Bartonella_capreoli_Bartonella_bovis_Bartonella_chomelii
Paenibacillus_Cluster_3	Paenibacillus_wulumuqiensis_Paenibacillus_bovis_Paenibacillus_shenyangensis_Paenibacillus_hunanensis_Paenibacillus_dauci
Chryseobacterium_Cluster_6	Chryseobacterium_xinjiangense_Chryseobacterium_soldanellicola_Chryseobacterium_greenlandense_Chryseobacterium_aquaticum_Chryseobacterium_solani
Shewanella_Cluster_3	Shewanella_violacea_Shewanella_sairae_Shewanella_piezotolerans_Shewanella_kaireitica_Shewanella_pealeana_Shewanella_halifaxensis_Shewanella_marinintestina
Rhodococcus_Cluster_1	Rhodococcus_triatomae_Rhodococcus_canchipurensis_Rhodococcus_pedocola_Rhodococcus_zopfii_Rhodococcus_ruber_Rhodococcus_rhodochrous_Rhodococcus_phenolicus_Rhodococcus_hoagii_Rhodococcus_agglutinans_Rhodococcus_aetherivorans
Catenuloplanes_Cluster_1	Catenuloplanes_sp_Catenuloplanes_niger_Catenuloplanes_japonicus_Catenuloplanes_indicus_Catenuloplanes_crispus_Catenuloplanes_atrovinosus_Catenuloplanes_castaneus
Streptomyces_Cluster_2	Streptomyces_verne_Streptomyces_tubercidicus_Streptomyces_tricolor_Streptomyces_somaliensis_Streptomyces_sioyaensis_Streptomyces_roseocinereus_Streptomyces_rimosus_Streptomyces_reticuli_Streptomyces_ramulosus_Streptomyces_prasinosporus_Streptomyces_platensis_Streptomyces_ossamyceticus_Streptomyces_nigrescens_Streptomyces_monomycini_Streptomyces_misakiensis_Streptomyces_microsporus_Streptomyces_lydicus_Streptomyces_libani_Streptomyces_indonesiensis_Streptomyces_huangiae_Streptomyces_hiroshimensis_Streptomyces_griseosporeus_Streptomyces_griseocarneus_Streptomyces_glebosus_Streptomyces_glaucescens_Streptomyces_fasiculatus_Streptomyces_decoyicus_Streptomyces_cuspidosporus_Streptomyces_cinerochromogenes_Streptomyces_chrestomyceticus_Streptomyces_chattanoogensis_Streptomyces_catenulae_Streptomyces_caniferus_Streptomyces_bingchenggensis_Streptomyces_bingchengensis_Streptomyces_bangladeshensis_Streptomyces_auratus_Streptomyces_aurantiogriseus_Streptomyces_atrolaccus_Streptomyces_ascomycinicus_Streptomyces_antibioticus_Streptomyces_angustmyceticus_Streptomyces_aldersoniae_Streptomyces_albiflaviniger_Streptomyces_achromogenes_Streptomyces_abikoensis_Streptomyces_actuosus
Pectobacterium_Cluster_1	Pectobacterium_wasabiae_Pectobacterium_sp_Pectobacterium_parmentieri_Pectobacterium_betavasculorum_Pectobacterium_atrosepticum
Polaribacter_Cluster_1	Polaribacter_undariae_Polaribacter_irgensii_Polaribacter_atrinae_Polaribacter_butkevichii_Polaribacter_sejongensis_Polaribacter_glomeratus
Chryseobacterium_Cluster_7	Chryseobacterium_shandongense_Chryseobacterium_daecheongense_Chryseobacterium_hispalense_Chryseobacterium_defluvii_Chryseobacterium_wanjuense
Brevundimonas_Cluster_1	Brevundimonas_subvibrioides_Brevundimonas_denitrificans_Brevundimonas_basaltis_Brevundimonas_alba_Brevundimonas_staleyi_Brevundimonas_kwangchunensis_Brevundimonas_bacteroides_Brevundimonas_lenta
Gluconacetobacter_Cluster_2	Gluconacetobacter_swingsii_Gluconacetobacter_sucrofermentans_Gluconacetobacter_europaeus_Gluconacetobacter_nataicola
Paenisporosarcina_Cluster_1	Paenisporosarcina_quisquiliarum_Paenisporosarcina_sp_Paenisporosarcina_indica_Paenisporosarcina_antarctica
Actinoallomurus_Cluster_1	Actinoallomurus_sp_Actinoallomurus_acaciae_Actinoallomurus_amamiensis_Actinoallomurus_acanthiterrae_Actinoallomurus_fulvus
Nocardia_Cluster_5	Nocardia_testacea_Nocardia_sienata_Nocardia_rhamnosiphila_Nocardia_flavorosea_Nocardia_carnea_Nocardia_fusca
Paenibacillus_Cluster_9	Paenibacillus_popilliae_Paenibacillus_dendritiformis_Paenibacillus_lentimorbus_Paenibacillus_thiaminolyticus
Kribbella_Cluster_2	Kribbella_sandramycini_Kribbella_qitaiheensis_Kribbella_koreensis_Kribbella_karoonensis_Kribbella_catacumbae_Kribbella_alba_Kribbella_ginsengisoli
Stenotrophomonas_Cluster_1	Stenotrophomonas_sp_Stenotrophomonas_pavanii_Stenotrophomonas_maltophilia_Stenotrophomonas_geniculata
Nocardia_Cluster_6	Nocardia_yamanashiensis_Nocardia_niigatensis_Nocardia_inohanensis_Nocardia_rayongensis_Nocardia_nova_Nocardia_mikamii_Nocardia_kruczakiae_Nocardia_cerradoensis_Nocardia_aobensis_Nocardia_jiangxiensis
Chryseobacterium_Cluster_5	Chryseobacterium_vrystaatense_Chryseobacterium_shigense_Chryseobacterium_carnipullorum_Chryseobacterium_rhizoplanae_Chryseobacterium_gallinarum_Chryseobacterium_enrichment_Chryseobacterium_flavum
Dickeya_Cluster_1	Dickeya_zeae_Dickeya_sp_Dickeya_solani_Dickeya_paradisiaca_Dickeya_dieffenbachiae_Dickeya_dianthicola_Dickeya_dadantii_Dickeya_chrysanthemi_Dickeya_aquatica
Micromonospora_Cluster_1	Micromonospora_viridifaciens_Micromonospora_soli_Micromonospora_sagamiensis_Micromonospora_pattaloongensis_Micromonospora_inositola_Micromonospora_equina_Micromonospora_echinospora_Micromonospora_echinaurantiaca_Micromonospora_eburnea_Micromonospora_avicenniae
Streptomyces_Cluster_5	Streptomyces_yanii_Streptomyces_umbrinus_Streptomyces_sanglieri_Streptomyces_pulveraceus_Streptomyces_piomogenus_Streptomyces_kunmingensis_Streptomyces_krungchingensis_Streptomyces_glomeroaurantiacus_Streptomyces_aureus_Streptomyces_alboflavus_Streptomyces_albiflavescens
Halanaerobium_Cluster_1	Halanaerobium_sehlinense_Halanaerobium_saccharolyticum_Halanaerobium_praevalens_Halanaerobium_kushneri_Halanaerobium_hydrogeniformans_Halanaerobium_alcaliphilum_Halanaerobium_acetethylicum
Burkholderia_Cluster_3	Burkholderia_pseudomallei_Burkholderia_ubonensis_Burkholderia_thailandensis_Burkholderia_arboris_Burkholderia_humptydooensis_Burkholderia_dolosa
Helicobacter_Cluster_1	Helicobacter_rappini_Helicobacter_cinaedi_Helicobacter_canis_Helicobacter_bilis_Helicobacter_callitrichis
Flavobacterium_Cluster_2	Flavobacterium_resistens_Flavobacterium_branchiicola_Flavobacterium_reichenbachii_Flavobacterium_gyeonganense_Flavobacterium_chungangense_Flavobacterium_enrichment
Anoxybacillus_Cluster_1	Anoxybacillus_thermarum_Anoxybacillus_tengchongensis_Anoxybacillus_suryakundensis_Anoxybacillus_sp_Anoxybacillus_rupiensis_Anoxybacillus_pushchinoensis_Anoxybacillus_kamchatkensis_Anoxybacillus_gonensis_Anoxybacillus_geothermalis_Anoxybacillus_flavithermus_Anoxybacillus_amylolyticus_Anoxybacillus_bogrovensis
Halobacillus_Cluster_2	Halobacillus_yeomjeoni_Halobacillus_virgiliensis_Halobacillus_trueperi_Halobacillus_styriensis_Halobacillus_profundi_Halobacillus_litoralis_Halobacillus_faecis_Halobacillus_dabanensis_Halobacillus_andaensis_Halobacillus_blutaparonensis_Halobacillus_massiliensis
Kineococcus_Cluster_1	Kineococcus_sp_Kineococcus_gynurae_Kineococcus_radiotolerans_Kineococcus_gypseus_Kineococcus_rhizosphaerae_Kineococcus_endophyticus_Kineococcus_mangrovi
Erysipelothrix_Cluster_1	Erysipelothrix_tonsillarum_Erysipelothrix_rhusiopathiae_Erysipelothrix_inopinata_Erysipelothrix_muris
Streptomyces_Cluster_17	Streptomyces_sodiiphilus_Streptomyces_sannurensis_Streptomyces_lonarensis_Streptomyces_glauciniger_Streptomyces_bohaiensis
Algoriphagus_Cluster_1	Algoriphagus_yeomjeoni_Algoriphagus_ratkowskyi_Algoriphagus_chordae_Algoriphagus_antarcticus_Algoriphagus_aquimarinus
Gordonia_Cluster_1	Gordonia_westfalica_Gordonia_rubripertinctus_Gordonia_rubripertincta_Gordonia_namibiensis_Gordonia_hankookensis_Gordonia_effusa_Gordonia_amicalis_Gordonia_amarae_Gordonia_alkanivorans_Gordonia_ajococcus
Pseudomonas_Cluster_8	Pseudomonas_viridiflava_Pseudomonas_lutea_Pseudomonas_abietaniphila_Pseudomonas_graminis_Pseudomonas_coleopterorum
Enterococcus_Cluster_1	Enterococcus_villorum_Enterococcus_thailandicus_Enterococcus_saccharolyticus_Enterococcus_rivorum_Enterococcus_ratti_Enterococcus_pernyi_Enterococcus_olivae_Enterococcus_mundtii_Enterococcus_hirae_Enterococcus_dispar_Enterococcus_canis_Enterococcus_canintestini_Enterococcus_azikeevi_Enterococcus_ENA07
Muricauda_Cluster_1	Muricauda_ruestringensis_Muricauda_zhangzhouensis_Muricauda_taeanensis_Muricauda_beolgyonensis_Muricauda_aquimarina_Muricauda_antarctica
Mycobacterium_Cluster_8	Mycobacterium_savoniae_Mycobacterium_kuopiense_Mycobacterium_fragae_Mycobacterium_celatum_Mycobacterium_branderi_Mycobacterium_cookii
Chromobacterium_Cluster_1	Chromobacterium_vaccinii_Chromobacterium_subtsugae_Chromobacterium_piscinae_Chromobacterium_violaceum_Chromobacterium_sp_Chromobacterium_haemolyticum_Chromobacterium_amazonense_Chromobacterium_aquaticum
Moritella_Cluster_1	Moritella_viscosa_Moritella_sp_Moritella_dasanensis_Moritella_profunda_Moritella_marina_Moritella_abyssi_Moritella_japonica
Arcanobacterium_Cluster_1	Arcanobacterium_wilhelmae_Arcanobacterium_pinnipediorum_Arcanobacterium_phocae_Arcanobacterium_phocisimile
Aquamicrobium_Cluster_1	Aquamicrobium_sp_Aquamicrobium_lusatiense_Aquamicrobium_defluvii_Aquamicrobium_ahrensii_Aquamicrobium_terrae
Microbacterium_Cluster_6	Microbacterium_shrimpcida_Microbacterium_radiodurans_Microbacterium_phyllosphaerae_Microbacterium_lacus_Microbacterium_aurum_Microbacterium_oxydans_Microbacterium_maritypicum
Pseudomonas_Cluster_7	Pseudomonas_taetrolens_Pseudomonas_hunanensis_Pseudomonas_clemancea_Pseudomonas_caspiana_Pseudomonas_caricapapayae
Bosea_Cluster_1	Bosea_sp_Bosea_vestrisii_Bosea_vaviloviae_Bosea_thiooxidans_Bosea_massiliensis_Bosea_lathyri_Bosea_eneae
Terrisporobacter_Cluster_1	Terrisporobacter_sp_Terrisporobacter_glycolicus_Terrisporobacter_mayombei_Terrisporobacter_petrolearius
Acetobacter_Cluster_2	Acetobacter_syzygii_Acetobacter_pasteurianus_Acetobacter_okinawensis_Acetobacter_lambici_Acetobacter_lovaniensis_Acetobacter_fabarum_Acetobacter_pomorum
Paenarthrobacter_Cluster_1	Paenarthrobacter_ureafaciens_Paenarthrobacter_nitroguajacolicus_Paenarthrobacter_aurescens_Paenarthrobacter_nicotinovorans
Shewanella_Cluster_1	Shewanella_sp_Shewanella_vesiculosa_Shewanella_pacifica_Shewanella_livingstonensis_Shewanella_donghaensis_Shewanella_arctica_Shewanella_frigidimarina
Saccharomonospora_Cluster_1	Saccharomonospora_cyanea_Saccharomonospora_sp_Saccharomonospora_paurometabolica_Saccharomonospora_xinjiangensis_Saccharomonospora_oceani_Saccharomonospora_halophila_Saccharomonospora_azurea_Saccharomonospora_glauca
Pseudoalteromonas_Cluster_1	Pseudoalteromonas_elyakovii_Pseudoalteromonas_translucida_Pseudoalteromonas_paragorgicola_Pseudoalteromonas_nigrifaciens_Pseudoalteromonas_issachenkonii_Pseudoalteromonas_gracilis_Pseudoalteromonas_distincta_Pseudoalteromonas_citrea_Pseudoalteromonas_arctica_Pseudoalteromonas_aliena_Pseudoalteromonas_agarivorans_Pseudoalteromonas_antarctica
Thalassospira_Cluster_1	Thalassospira_sp_Thalassospira_tepidiphila_Thalassospira_profundimaris_Thalassospira_frigidphilosprofundus_Thalassospira_xianhensis_Thalassospira_xiamenensis_Thalassospira_lucentensis_Thalassospira_lohafexi_Thalassospira_alkalitolerans
Cellulomonas_Cluster_3	Cellulomonas_terrae_Cellulomonas_oligotrophica_Cellulomonas_soli_Cellulomonas_humilata_Cellulomonas_aerilata_Cellulomonas_xylanilytica
Leptospira_Cluster_2	Leptospira_weilii_Leptospira_noguchii_Leptospira_borgpetersenii_Leptospira_kirschneri_Leptospira_mayottensis
Flavobacterium_Cluster_5	Flavobacterium_hibernum_Flavobacterium_saccharophilum_Flavobacterium_frigidimaris_Flavobacterium_collinsii
Geobacillus_Cluster_2	Geobacillus_genomosp_Geobacillus_subterraneus_Geobacillus_sp_Geobacillus_icigianus_Geobacillus_tropicalis
Sphingopyxis_Cluster_1	Sphingopyxis_sp_Sphingopyxis_panaciterrae_Sphingopyxis_bauzanensis_Sphingopyxis_alaskensis_Sphingopyxis_fribergensis_Sphingopyxis_soli_Sphingopyxis_macrogoltabida_Sphingopyxis_italica_Sphingopyxis_ginsengisoli_Sphingopyxis_chilensis
Pedobacter_Cluster_2	Pedobacter_wanjuense_Pedobacter_terrae_Pedobacter_ginsenosidimutans_Pedobacter_suwonensis_Pedobacter_soli_Pedobacter_sandarakinus_Pedobacter_roseus_Pedobacter_kyungheensis_Pedobacter_jeongneungensis_Pedobacter_borealis_Pedobacter_alluvionis_Pedobacter_humicola
Acetobacter_Cluster_3	Acetobacter_ghanensis_Acetobacter_orientalis_Acetobacter_indonesiensis_Acetobacter_cibinongensis_Acetobacter_thailandicus
Brevibacillus_Cluster_1	Brevibacillus_sp_Brevibacillus_reuszeri_Brevibacillus_agri_Brevibacillus_brevis_Brevibacillus_invocatus_Brevibacillus_parabrevis_Brevibacillus_nitrificans_Brevibacillus_formosus_Brevibacillus_choshinensis_Brevibacillus_centrosporus
Clostridium_Cluster_1	Clostridium_roseum_Clostridium_felsineum_Clostridium_acetobutylicum_Clostridium_aurantibutyricum_Clostridium_puniceum_Clostridium_favososporum_Clostridium_corinoforum_Clostridium_chromiireducens_Clostridium_diolis_Clostridium_beijerinckii_Clostridium_saccharoperbutylacetonicum
Pedobacter_Cluster_3	Pedobacter_humi_Pedobacter_duraquae_Pedobacter_ginsengisoli_Pedobacter_steynii_Pedobacter_nutrimenti_Pedobacter_caeni
Loktanella_Cluster_1	Loktanella_vestfoldensis_Loktanella_maricola_Loktanella_tamlensis_Loktanella_rosea_Loktanella_sediminilitoris
Actinomycetospora_Cluster_1	Actinomycetospora_sp_Actinomycetospora_rishiriensis_Actinomycetospora_corticicola_Actinomycetospora_atypica
Streptomyces_Cluster_26	Streptomyces_thermoviolaceus_Streptomyces_thermospinosisporus_Streptomyces_thermogriseus_Streptomyces_thermoalcalitolerans
